,PlayerID,Height,Weight,Forty Yard Dash,Shuttle Time,Vertical Jump,Broad Jump,Bench Press,Cone Drill
1306,JaMycal Hasty38,"5' 8""",205 lbs,4.55 sec,,39.0 in,123 in,15 reps,
1307,Steven Montez6,"6' 4""",231 lbs,4.68 sec,4.43 sec,33.0 in,117 in,,7.25 sec
1308,D'Andre Swift7,"5' 8""",212 lbs,4.48 sec,,35.5 in,121 in,0 reps,
1309,Isaiah Wilson79,"6' 6""",350 lbs,5.32 sec,5.07 sec,29.0 in,110 in,26 reps,8.26 sec
1310,Darrynton Evans3,"5' 10""",203 lbs,4.41 sec,,37.0 in,125 in,20 reps,
1311,Jacob Eason9,"6' 6""",231 lbs,4.89 sec,4.75 sec,27.5 in,110 in,,7.50 sec
1312,Trishton Jackson86,"6' 1""",197 lbs,4.50 sec,,36.0 in,117 in,,
1313,Ross Blacklock90,"6' 3""",290 lbs,4.90 sec,4.67 sec,29.0 in,107 in,,7.77 sec
1314,Trajan Bandy2,"5' 8""",180 lbs,4.50 sec,,,,10 reps,
1315,Matt Hennessy61,"6' 4""",307 lbs,5.18 sec,4.60 sec,30.0 in,110 in,23 reps,7.45 sec
1316,Curtis Weaver99,"6' 3""",265 lbs,,4.27 sec,32.5 in,116 in,,7.00 sec
1317,DeeJay Dallas13,"5' 10""",217 lbs,4.58 sec,4.32 sec,33.5 in,119 in,,7.18 sec
1318,CeeDee Lamb88,"6' 1""",198 lbs,4.50 sec,,34.5 in,124 in,11 reps,
1319,Josiah Scott24,"5' 9""",185 lbs,4.42 sec,,,,17 reps,
1320,K.J. Hill84,"6' 0""",196 lbs,4.60 sec,,32.5 in,114 in,17 reps,
1321,James Proche00,"5' 10""",201 lbs,,4.40 sec,34.5 in,,20 reps,7.27 sec
1322,Jalen Hurts1,"6' 1""",222 lbs,4.59 sec,,35.0 in,125 in,,
1323,J.K. Dobbins2,"5' 9""",209 lbs,,,,0 in,23 reps,
1324,Jalen Reagor1,"5' 10""",206 lbs,4.47 sec,4.46 sec,42.0 in,138 in,17 reps,7.31 sec
1325,Cordel Iwuagwu70,"6' 3""",309 lbs,5.22 sec,4.87 sec,27.0 in,94 in,25 reps,8.03 sec
1326,Jeff Okudah1,"6' 1""",205 lbs,4.48 sec,,41.0 in,135 in,11 reps,
1327,Devin Asiasi86,"6' 3""",257 lbs,4.73 sec,,30.5 in,115 in,16 reps,
1328,Joe Reed12,"6' 0""",224 lbs,,,38.0 in,0 in,21 reps,
1329,Van Jefferson12,"6' 1""",200 lbs,,,,,,
1330,Anthony Gordon18,"6' 2""",205 lbs,,,,,,
1331,Tyler Johnson18,"6' 2""",205 lbs,,,,,,
1332,Chase Claypool83,"6' 4""",238 lbs,4.42 sec,,40.5 in,126 in,19 reps,
1333,Kenneth Murray56,"6' 2""",241 lbs,4.52 sec,,38.0 in,129 in,21 reps,
1334,Cole Kmet84,"6' 5""",262 lbs,4.70 sec,4.41 sec,37.0 in,123 in,0 reps,7.44 sec
1335,Brian Herrien,"5' 11""",208 lbs,4.62 sec,4.40 sec,38.5 in,126 in,18 reps,7.12 sec
1336,James Pierre23,"6' 0""",183 lbs,4.59 sec,,33.5 in,123 in,,7.02 sec
1337,Joe Burrow9,"6' 3""",221 lbs,,,,,,
1338,Kristian Fulton1,"6' 0""",197 lbs,4.46 sec,4.36 sec,35.5 in,123 in,,6.94 sec
1339,Javon Kinlaw99,"6' 5""",324 lbs,,,,,,
1340,Bryce Hall34,"6' 1""",202 lbs,,,,,11 reps,
1341,Justin Herbert10,"6' 6""",236 lbs,4.68 sec,4.46 sec,35.5 in,123 in,,7.06 sec
1342,Ashtyn Davis27,"6' 1""",202 lbs,,,,,14 reps,
1343,Julian Okwara42,"6' 4""",252 lbs,,,,,27 reps,
1344,Prince Tega Wanogho76,"6' 5""",308 lbs,,,,,,
1345,Neville Gallimore75,"6' 2""",301 lbs,4.79 sec,5.01 sec,,,23 reps,7.97 sec
1346,Chase Young99,"6' 5""",264 lbs,,,,,,
1347,Salvon Ahmed,"5' 11""",197 lbs,4.62 sec,,34.5 in,120 in,0 reps,
1348,Javelin Guidry28,"5' 9""",191 lbs,4.29 sec,,,,21 reps,
1349,Jonathan Taylor28,"5' 10""",226 lbs,4.39 sec,,36.0 in,123 in,17 reps,
1350,Donovan Peoples-Jones9,"6' 1""",212 lbs,4.48 sec,,44.5 in,139 in,,
1351,Jerry Jeudy4,"6' 1""",193 lbs,4.45 sec,,35.0 in,120 in,,
1352,Quartney Davis14,"6' 1""",201 lbs,4.54 sec,,35.5 in,0 in,,
1353,KJ Hamler1,"5' 8""",178 lbs,,,,,15 reps,
1354,Colby Parkinson84,"6' 7""",252 lbs,4.77 sec,4.46 sec,32.5 in,109 in,18 reps,7.15 sec
1355,Quez Watkins16,"6' 0""",185 lbs,4.35 sec,4.36 sec,36.5 in,125 in,,7.28 sec
1356,Tua Tagovailoa0,"6' 0""",217 lbs,,,,,,
1357,Quintez Cephus87,"6' 1""",202 lbs,4.73 sec,4.33 sec,38.5 in,124 in,23 reps,7.20 sec
1358,Cesar Ruiz51,"6' 3""",307 lbs,5.08 sec,4.64 sec,33.0 in,113 in,28 reps,7.91 sec
1359,Shea Patterson,"6' 1""",212 lbs,4.71 sec,4.50 sec,31.0 in,116 in,,7.14 sec
1360,Ben Bredeson74,"6' 5""",315 lbs,,,,,,
1361,Jon Runyan76,"6' 4""",306 lbs,5.08 sec,4.69 sec,30.5 in,107 in,24 reps,7.57 sec
1362,Geno Stone9,"5' 10""",207 lbs,4.62 sec,,33.5 in,116 in,12 reps,
1363,Solomon Kindley66,"6' 4""",337 lbs,,,,,,
1364,Josh Uche6,"6' 2""",250 lbs,,,,,18 reps,
1365,Sean McKeon,"6' 5""",242 lbs,,,,0 in,18 reps,
1366,Josh Metellus44,"5' 11""",209 lbs,4.55 sec,4.40 sec,36.5 in,124 in,20 reps,6.94 sec
1367,Khaleke Hudson47,"5' 11""",224 lbs,4.56 sec,,33.0 in,120 in,30 reps,
1368,Tyler Biadasz63,"6' 4""",314 lbs,,,,,,
1369,Jake Fromm10,"6' 2""",219 lbs,5.01 sec,4.51 sec,30.0 in,111 in,,7.27 sec
1370,Cohl Cabral,"6' 5""",300 lbs,,,,,20 reps,
1371,Kendrick Rogers,"6' 4""",208 lbs,4.51 sec,4.48 sec,35.5 in,124 in,17 reps,7.13 sec
1372,Grayland Arnold1,"5' 9""",186 lbs,4.59 sec,4.30 sec,33.0 in,120 in,12 reps,7.01 sec
1373,Cole McDonald13,"6' 3""",215 lbs,4.58 sec,4.52 sec,36.0 in,121 in,,7.13 sec
1374,Joshua Kelley27,"5' 11""",212 lbs,4.49 sec,4.28 sec,31.0 in,121 in,23 reps,6.95 sec
1375,Cody White,"6' 3""",217 lbs,4.66 sec,4.52 sec,35.5 in,120 in,,7.19 sec
1376,James Lynch66,"6' 4""",289 lbs,5.01 sec,4.39 sec,29.0 in,111 in,23 reps,7.39 sec
1377,Malcolm Perry10,"5' 9""",186 lbs,4.63 sec,4.31 sec,36.0 in,122 in,10 reps,7.12 sec
1378,Tee Higgins85,"6' 3""",216 lbs,,,,,,
1379,Grant Delpit7,"6' 2""",213 lbs,,,,,,
1380,Patrick Queen48,"6' 0""",229 lbs,4.50 sec,,35.0 in,125 in,18 reps,
1381,Justin Jefferson18,"6' 1""",202 lbs,4.43 sec,,37.5 in,126 in,,
1382,Darnell Mooney3,"5' 10""",176 lbs,4.38 sec,,37.0 in,124 in,9 reps,
1383,Austin Jackson73,"6' 5""",322 lbs,5.07 sec,,31.0 in,115 in,27 reps,7.95 sec
1384,Clyde Edwards-Helaire25,"5' 7""",207 lbs,4.60 sec,,39.5 in,123 in,15 reps,
1385,Saahdiq Charles77,"6' 4""",321 lbs,5.05 sec,,,,,
1386,Jacob Phillips0,"6' 3""",229 lbs,4.66 sec,4.33 sec,39.0 in,126 in,,7.38 sec
1387,Ezra Cleveland72,"6' 6""",311 lbs,4.93 sec,4.46 sec,30.0 in,111 in,30 reps,7.26 sec
1388,Trystan Colon-Castillo55,"6' 3""",313 lbs,,,,,11 reps,
1389,Alohi Gilman32,"5' 10""",201 lbs,4.60 sec,4.08 sec,32.0 in,119 in,17 reps,6.81 sec
1390,Harrison Hand29,"5' 11""",197 lbs,4.52 sec,4.27 sec,41.0 in,133 in,14 reps,7.15 sec
1391,K'Lavon Chaisson45,"6' 3""",254 lbs,,,,,,
1392,Thaddeus Moss46,"6' 2""",250 lbs,,,,,,
1393,Isaiah Simmons48,"6' 4""",230 lbs,4.39 sec,,39.0 in,132 in,,
1394,A.J. Terrell24,"6' 1""",195 lbs,4.42 sec,,34.5 in,129 in,15 reps,
1395,Binjimen Victor,"6' 4""",198 lbs,4.60 sec,,35.0 in,128 in,9 reps,7.10 sec
1396,Brian Lewerke,"6' 2""",213 lbs,4.95 sec,4.40 sec,,,,7.14 sec
1397,James Morgan12,"6' 4""",229 lbs,4.89 sec,4.64 sec,29.0 in,112 in,,7.51 sec
1398,Lucas Niang77,"6' 7""",315 lbs,,,,,,
1399,Darnay Holmes1,"5' 10""",192 lbs,4.48 sec,,,,12 reps,
1400,Isaiah Coulter8,"6' 2""",198 lbs,4.45 sec,4.62 sec,36.0 in,121 in,,7.28 sec
1401,Raekwon Davis99,"6' 6""",311 lbs,5.12 sec,4.86 sec,28.0 in,111 in,24 reps,7.95 sec
1402,Denzel Mims5,"6' 3""",207 lbs,4.38 sec,4.43 sec,38.5 in,131 in,16 reps,6.66 sec
1403,Marlon Davidson90,"6' 3""",303 lbs,5.04 sec,,,,21 reps,
1404,Adam Trautman82,"6' 5""",255 lbs,4.80 sec,4.27 sec,34.5 in,114 in,18 reps,6.78 sec
1405,Kyle Dugger2,"6' 1""",217 lbs,4.49 sec,,42.0 in,134 in,17 reps,
1406,Calvin Throckmorton,"6' 5""",317 lbs,5.57 sec,4.98 sec,27.0 in,97 in,23 reps,8.07 sec
1407,Ben Bartch78,"6' 6""",309 lbs,,,,,,
1408,Collin Johnson19,"6' 5""",222 lbs,,,,0 in,17 reps,
1409,Austin Mack,"6' 1""",208 lbs,4.59 sec,,31.5 in,117 in,,
1410,Damon Arnette3,"6' 0""",195 lbs,4.56 sec,,,,,
1411,Jeff Gladney20,"5' 10""",191 lbs,4.48 sec,,37.5 in,124 in,17 reps,7.26 sec
1412,Dane Jackson30,"6' 0""",187 lbs,4.57 sec,4.27 sec,35.0 in,122 in,,7.07 sec
1413,Jonathan Greenard58,"6' 3""",263 lbs,4.87 sec,4.34 sec,30.5 in,113 in,22 reps,7.13 sec
1414,Darrion Daniels65,"6' 3""",311 lbs,5.18 sec,4.93 sec,27.0 in,109 in,21 reps,7.75 sec
1415,Nick Harris56,"6' 1""",302 lbs,5.10 sec,,29.5 in,103 in,20 reps,
1416,Justin Herron75,"6' 4""",308 lbs,5.26 sec,4.88 sec,33.0 in,105 in,27 reps,8.41 sec
1417,Marquez Callaway,"6' 2""",204 lbs,4.55 sec,,38.0 in,,,
1418,Ke'Shawn Vaughn30,"5' 9""",214 lbs,4.51 sec,,32.0 in,117 in,0 reps,
1419,Jake Luton6,"6' 6""",224 lbs,,,,,,
1420,Zack Moss20,"5' 9""",223 lbs,4.65 sec,,33.0 in,0 in,19 reps,
1421,Darius Anderson,"5' 10""",208 lbs,4.61 sec,4.19 sec,36.0 in,0 in,19 reps,
1422,Nate Stanley7,"6' 4""",235 lbs,4.81 sec,4.48 sec,28.5 in,108 in,,7.26 sec
1423,John Hightower16,"6' 1""",189 lbs,4.43 sec,4.21 sec,38.5 in,122 in,,7.07 sec
1424,Antonio Gandy-Golden10,"6' 4""",223 lbs,4.60 sec,4.55 sec,36.0 in,127 in,22 reps,7.33 sec
1425,Stephen Sullivan10,"6' 5""",248 lbs,4.66 sec,4.62 sec,36.5 in,123 in,0 reps,7.51 sec
1426,Harrison Bryant40,"6' 4""",243 lbs,4.73 sec,4.37 sec,32.5 in,110 in,13 reps,7.41 sec
1427,Bryan Edwards89,"6' 3""",212 lbs,,,,,,
1428,Carter Coughlin45,"6' 3""",236 lbs,4.57 sec,,36.0 in,126 in,,
1429,Bradlee Anae51,"6' 3""",257 lbs,4.93 sec,4.43 sec,31.0 in,115 in,25 reps,7.44 sec
1430,Omar Bayless7,"6' 1""",212 lbs,4.62 sec,4.50 sec,36.0 in,123 in,11 reps,7.34 sec
1431,Brycen Hopkins88,"6' 4""",245 lbs,4.66 sec,,33.5 in,0 in,21 reps,
1432,Robert Hunt50,"6' 5""",322 lbs,,,,,,
1433,Simon Stepaniak72,"6' 4""",313 lbs,,,,,37 reps,
1434,Cam Brown6,"6' 5""",233 lbs,4.72 sec,,35.5 in,123 in,16 reps,
1435,Lawrence Cager,"6' 5""",220 lbs,,,,,,
1436,McTelvin Agim3,"6' 3""",309 lbs,,,,,27 reps,
1437,Hakeem Adeniji77,"6' 4""",302 lbs,5.17 sec,,34.0 in,115 in,26 reps,
1438,Tremayne Anchrum76,"6' 2""",314 lbs,5.21 sec,,24.5 in,104 in,26 reps,
1439,Charlie Woerner89,"6' 4""",244 lbs,4.78 sec,4.46 sec,34.5 in,120 in,21 reps,7.18 sec
1440,Francis Bernard,"6' 0""",234 lbs,4.81 sec,,32.5 in,120 in,19 reps,
1441,D.J. Wonnum57,"6' 5""",258 lbs,4.73 sec,4.44 sec,34.5 in,123 in,20 reps,7.25 sec
1442,Robert Windsor93,"6' 4""",290 lbs,4.90 sec,4.44 sec,28.5 in,111 in,21 reps,7.47 sec
1443,Lavert Hill,"5' 10""",190 lbs,,,,,21 reps,
1444,Tristan Wirfs78,"6' 5""",320 lbs,4.86 sec,4.68 sec,36.5 in,121 in,24 reps,7.65 sec
1445,Xavier McKinney15,"6' 1""",200 lbs,4.63 sec,,36.0 in,122 in,0 reps,
1446,Kendall Coleman73,"6' 3""",257 lbs,4.95 sec,4.62 sec,32.0 in,114 in,,7.50 sec
1447,Tyrie Cleveland89,"6' 2""",209 lbs,4.47 sec,,39.5 in,126 in,13 reps,
1448,Cameron Clark71,"6' 5""",308 lbs,5.29 sec,,25.0 in,101 in,26 reps,
1449,Jeremy Chinn21,"6' 3""",221 lbs,4.45 sec,,41.0 in,138 in,20 reps,
1450,Netane Muti52,"6' 3""",315 lbs,,,,,44 reps,
1451,Raymond Calais43,"5' 8""",188 lbs,4.42 sec,,37.5 in,120 in,20 reps,
1452,John Simpson74,"6' 4""",321 lbs,5.24 sec,4.87 sec,30.0 in,107 in,34 reps,8.03 sec
1453,Jaylon Johnson1,"6' 0""",193 lbs,4.50 sec,4.13 sec,36.5 in,124 in,15 reps,7.01 sec
1454,Jacob Breeland27,"6' 4""",252 lbs,,,,,,
1455,Josiah Deguara81,"6' 2""",242 lbs,4.60 sec,4.35 sec,35.5 in,115 in,25 reps,7.15 sec
1456,Juwan Johnson6,"6' 4""",230 lbs,4.58 sec,4.37 sec,33.0 in,124 in,14 reps,6.94 sec
1457,Jared Pinkney,"6' 4""",257 lbs,4.96 sec,,,,23 reps,
1458,Charlie Taumoepeau,"6' 2""",240 lbs,4.75 sec,4.27 sec,36.5 in,121 in,18 reps,7.00 sec
1459,Mitchell Wilcox84,"6' 3""",247 lbs,4.88 sec,4.43 sec,31.0 in,112 in,0 reps,7.37 sec
1460,Kevin Davidson10,"6' 4""",225 lbs,5.00 sec,4.37 sec,,,,7.13 sec
1461,Devin Duvernay6,"5' 10""",200 lbs,4.39 sec,4.20 sec,35.5 in,123 in,,7.13 sec
1462,Chris Finke7,"5' 9""",186 lbs,4.57 sec,,40.0 in,0 in,7 reps,
1463,Aaron Fuller,"5' 11""",188 lbs,4.59 sec,,34.0 in,118 in,,7.14 sec
1464,Antonio Gibson24,"6' 0""",228 lbs,4.39 sec,,35.0 in,118 in,16 reps,
1465,Kalija Lipscomb,"6' 0""",207 lbs,4.57 sec,,32.0 in,127 in,16 reps,
1466,K.J. Osborn17,"5' 11""",203 lbs,4.48 sec,4.35 sec,37.5 in,123 in,18 reps,7.00 sec
1467,Aaron Parker,"6' 1""",209 lbs,4.57 sec,4.23 sec,26.5 in,112 in,12 reps,6.94 sec
1468,Dezmon Patmon85,"6' 4""",225 lbs,4.48 sec,4.38 sec,36.0 in,132 in,15 reps,7.28 sec
1469,Freddie Swain16,"6' 0""",197 lbs,4.46 sec,4.26 sec,36.5 in,124 in,16 reps,7.05 sec
1470,Logan Wilson55,"6' 2""",250 lbs,4.63 sec,4.27 sec,32.0 in,121 in,21 reps,7.07 sec
1471,Malik Harrison39,"6' 3""",247 lbs,4.66 sec,4.32 sec,36.0 in,122 in,,6.83 sec
1472,Blake Ferguson48,"6' 2""",229 lbs,,,,,,
1473,LeVante Bellamy,"5' 9""",192 lbs,4.50 sec,,39.5 in,125 in,16 reps,
1474,Rico Dowdle,"5' 11""",213 lbs,4.54 sec,,38.0 in,127 in,0 reps,
1475,Sewo Olonilua,"6' 2""",232 lbs,4.66 sec,,36.0 in,123 in,25 reps,
1476,Scottie Phillips22,"5' 8""",209 lbs,4.56 sec,4.53 sec,30.0 in,114 in,29 reps,7.40 sec
1477,James Robinson25,"5' 9""",219 lbs,4.64 sec,4.19 sec,40.0 in,125 in,24 reps,7.03 sec
1478,Akeem Davis-Gaither59,"6' 1""",224 lbs,,,,,21 reps,
1479,Keith Ismael60,"6' 3""",309 lbs,5.34 sec,4.65 sec,32.0 in,108 in,,8.14 sec
1480,Jack Driscoll71,"6' 5""",306 lbs,5.02 sec,,29.5 in,114 in,23 reps,
1481,Yasir Durant,"6' 6""",331 lbs,5.52 sec,,25.0 in,,21 reps,
1482,Jake Hanson67,"6' 4""",303 lbs,,,,,33 reps,
1483,Charlie Heck67,"6' 8""",315 lbs,5.16 sec,4.86 sec,28.0 in,112 in,21 reps,8.02 sec
1484,Jonah Jackson73,"6' 3""",306 lbs,5.23 sec,5.02 sec,26.0 in,98 in,28 reps,7.83 sec
1485,Shane Lemieux68,"6' 4""",310 lbs,5.11 sec,4.90 sec,25.5 in,107 in,0 reps,8.13 sec
1486,Damien Lewis68,"6' 2""",327 lbs,5.24 sec,,30.0 in,108 in,27 reps,
1487,Colton McKivitz68,"6' 6""",306 lbs,5.35 sec,5.00 sec,26.0 in,106 in,20 reps,7.87 sec
1488,John Molchon,"6' 5""",317 lbs,5.13 sec,4.73 sec,34.0 in,109 in,26 reps,7.85 sec
1489,Matt Peart65,"6' 7""",318 lbs,5.06 sec,4.92 sec,30.0 in,113 in,26 reps,8.01 sec
1490,Logan Stenberg71,"6' 6""",317 lbs,5.30 sec,4.83 sec,26.0 in,104 in,,8.00 sec
1491,Daniel Bituli,"6' 2""",246 lbs,4.84 sec,,32.0 in,121 in,16 reps,
1492,Trevis Gipson15,"6' 3""",261 lbs,,,,,25 reps,
1493,Carlos Davis96,"6' 2""",313 lbs,4.82 sec,4.52 sec,,,27 reps,
1494,Khalil Davis94,"6' 1""",308 lbs,4.75 sec,,,,32 reps,
1495,Khalid Kareem90,"6' 4""",268 lbs,,,,,,
1496,Tyre Phillips78,"6' 5""",331 lbs,5.37 sec,5.11 sec,25.0 in,93 in,22 reps,8.17 sec
1497,K'Von Wallace12,"5' 11""",206 lbs,4.53 sec,4.15 sec,38.0 in,133 in,18 reps,6.76 sec
1498,L'Jarius Sneed1,"6' 0""",192 lbs,4.37 sec,,41.0 in,131 in,12 reps,
1499,J.R. Reed30,"6' 1""",202 lbs,4.54 sec,,34.0 in,130 in,15 reps,
1500,Tanner Muse19,"6' 2""",227 lbs,4.41 sec,,34.5 in,124 in,20 reps,
1501,Danny Pinter63,"6' 4""",306 lbs,4.91 sec,4.62 sec,29.5 in,110 in,24 reps,7.76 sec
1502,Chris Miller,"5' 11""",190 lbs,4.61 sec,4.12 sec,35.5 in,133 in,12 reps,7.09 sec
1503,Terence Steele78,"6' 6""",312 lbs,5.03 sec,5.08 sec,27.5 in,106 in,27 reps,
1504,Alex Taylor,"6' 8""",301 lbs,5.09 sec,4.79 sec,25.0 in,116 in,21 reps,7.77 sec
1505,Darryl Williams73,"6' 2""",304 lbs,5.23 sec,4.76 sec,25.5 in,102 in,23 reps,7.88 sec
1506,Jaylinn Hawkins32,"6' 1""",208 lbs,,,35.5 in,117 in,,
1507,Jordan Fuller4,"6' 2""",203 lbs,,,,,,
1508,Jalen Elliott,"6' 0""",205 lbs,4.80 sec,4.30 sec,34.0 in,125 in,15 reps,6.87 sec
1509,Rodney Clemons,"6' 0""",209 lbs,4.71 sec,21.00 sec,33.5 in,118 in,21 reps,
1510,Nevelle Clarke34,"6' 1""",190 lbs,,4.31 sec,35.0 in,126 in,10 reps,6.88 sec
1511,Terrell Burgess26,"5' 11""",202 lbs,4.46 sec,,33.5 in,122 in,20 reps,
1512,Myles Bryant5,"5' 8""",183 lbs,4.62 sec,4.02 sec,31.5 in,115 in,,6.81 sec
1513,Julian Blackmon32,"6' 0""",187 lbs,,,,,,
1514,Josiah Coatney40,"6' 3""",308 lbs,5.21 sec,4.82 sec,27.0 in,99 in,22 reps,8.07 sec
1515,Kindle Vildor20,"5' 10""",191 lbs,4.44 sec,4.28 sec,39.5 in,133 in,22 reps,7.14 sec
1516,Amik Robertson21,"5' 8""",187 lbs,,,,,,
1517,John Reid29,"5' 10""",187 lbs,4.49 sec,3.97 sec,36.5 in,129 in,20 reps,6.95 sec
1518,Michael Ojemudia11,"6' 1""",200 lbs,4.45 sec,4.21 sec,36.0 in,122 in,0 reps,6.87 sec
1519,Leki Fotu95,"6' 5""",330 lbs,5.15 sec,,,,21 reps,
1520,Noah Igbinoghene4,"5' 10""",198 lbs,,,,,,
1521,Benito Jones95,"6' 1""",316 lbs,5.26 sec,5.27 sec,26.5 in,,,8.21 sec
1522,Rashard Lawrence92,"6' 2""",308 lbs,5.07 sec,,,,22 reps,8.03 sec
1523,Larrell Murchison92,"6' 2""",297 lbs,5.05 sec,4.51 sec,29.0 in,118 in,29 reps,7.89 sec
1524,John Penisini52,"6' 1""",318 lbs,,4.93 sec,25.5 in,,23 reps,
1525,Raequan Williams99,"6' 4""",308 lbs,5.04 sec,4.78 sec,25.5 in,101 in,17 reps,7.72 sec
1526,LaDarius Hamilton2,"6' 2""",262 lbs,4.89 sec,4.49 sec,30.0 in,114 in,27 reps,7.66 sec
1527,Alex Highsmith5,"6' 3""",248 lbs,4.70 sec,4.31 sec,33.0 in,125 in,,7.32 sec
1528,Chauncey Rivers,"6' 2""",262 lbs,4.97 sec,4.70 sec,30.5 in,106 in,20 reps,7.33 sec
1529,Malcolm Roach32,"6' 2""",297 lbs,4.84 sec,,30.0 in,114 in,20 reps,
1530,Alton Robinson94,"6' 3""",264 lbs,4.69 sec,4.32 sec,35.5 in,119 in,25 reps,7.32 sec
1531,James Smith-Williams72,"6' 4""",265 lbs,4.60 sec,4.52 sec,32.0 in,123 in,28 reps,7.35 sec
1532,Jason Strowbridge55,"6' 4""",275 lbs,4.89 sec,4.37 sec,31.0 in,113 in,26 reps,7.45 sec
1533,Derrek Tuszka91,"6' 4""",251 lbs,4.79 sec,4.34 sec,33.5 in,120 in,24 reps,6.87 sec
1534,Kenny Willekes79,"6' 3""",264 lbs,4.87 sec,,32.5 in,119 in,32 reps,7.39 sec
1535,Shyheim Carter,"5' 10""",194 lbs,,,,,,
1536,Jabari Zuniga92,"6' 3""",264 lbs,4.64 sec,,33.0 in,127 in,29 reps,
1537,Joe Bachie,"6' 2""",231 lbs,4.67 sec,4.34 sec,33.5 in,119 in,26 reps,6.93 sec
1538,Markus Bailey51,"6' 0""",235 lbs,,,,,15 reps,
1539,Shaun Bradley5,"6' 1""",235 lbs,4.51 sec,4.24 sec,32.5 in,121 in,14 reps,7.07 sec
1540,Essang Bassey,"5' 9""",191 lbs,4.46 sec,4.13 sec,39.5 in,129 in,12 reps,6.95 sec
1541,Jordyn Brooks1,"6' 0""",240 lbs,4.54 sec,,,,,
1542,Troy Dye45,"6' 3""",231 lbs,,,,,,
1543,Cale Garrett,"6' 2""",234 lbs,4.92 sec,4.13 sec,32.0 in,124 in,,6.91 sec
1544,Anfernee Jennings33,"6' 2""",256 lbs,,,,,,
1545,Clay Johnston58,"6' 1""",227 lbs,,,,,18 reps,
1546,Azur Kamara5,"6' 3""",245 lbs,4.59 sec,4.46 sec,28.0 in,121 in,13 reps,7.20 sec
1547,Jordan Mack,"6' 3""",241 lbs,,,,,,
1548,Dante Olson33,"6' 2""",237 lbs,4.88 sec,4.32 sec,42.0 in,124 in,15 reps,7.00 sec
1549,Shaquille Quarterman50,"6' 0""",234 lbs,4.74 sec,,31.0 in,120 in,23 reps,
1550,Davion Taylor20,"6' 0""",228 lbs,4.49 sec,4.26 sec,35.0 in,127 in,21 reps,6.96 sec
1551,Evan Weaver50,"6' 2""",237 lbs,4.76 sec,4.21 sec,32.0 in,117 in,15 reps,7.02 sec
1552,Casey Toohill52,"6' 4""",250 lbs,4.62 sec,4.21 sec,39.0 in,126 in,17 reps,7.08 sec
1553,Mykal Walker43,"6' 3""",230 lbs,4.65 sec,4.25 sec,33.0 in,122 in,20 reps,7.09 sec
1554,Chapelle Russell53,"6' 2""",236 lbs,4.69 sec,4.41 sec,35.0 in,121 in,21 reps,7.38 sec
1555,Justin Strnad23,"6' 3""",238 lbs,4.74 sec,4.49 sec,29.0 in,113 in,,
